company_name,services_provided,mbe_wbe_cert,small_local_cert,veteran_cert,sdo_certified,city_registered,address,city,state,zipcode,contact_name,contact_title,phone,fax,email,website,business_type,construction,date_business_established,number_employees,cob_category_codes1,cob_category_codes2,cob_category_codes3,naics_codes1,naics_codes2,naics_codes3,unspsc_code1,unspsc_code2,unspsc_code3
Corinthian Events,Meeting and Event Planning ,WBE,SLBE,,Yes,Yes,"109 Kingston Street, 6th Floor, Boston, MA 2111",Boston,MA,2111,Jill Tate,"Jill Tate, Co-CEO",(617) 450-0600,(617) 450-0606,rich@corinthianevents.com,,Partnership,No,2000,11 - 20,AD - Advertising/Audovisual Graphic Design/Marketing Public Relations,,,561920 - Convention and Trade Show Organizers,,,90110000 - Hotels and lodging and meeting facilities,,
"Cross Country Painting Company, Inc.",Painting contractor:  residential and commercial,MBE,SBE,,Yes,Yes,"101 Nightingale Street, Dorchester, MA 02124",Dorchester,MA,02124,Emanuel Hutcherson,,(617) 980-2430,(617) 740-9484,e@ccpcoinc.com,,Corporation,Yes,01/01/2005,Less than 10,PA - Painting and Papering Contractors,PA - Painting and Papering Contractors,PA - Painting and Papering Contractors,238320 - Painting and Wall Covering Contractors,238320 - Painting and Wall Covering Contractors,238320 - Painting and Wall Covering Contractors,31210000 - Paints and primers and finishes,,
"Day Health Strategies, LLC",Consulting services on design and implementation of healthcare reform programs   ,WBE,SBE,,Yes,No,"324 Broadway, Somerville, MA 2145",Somerville,MA,2145,Rosemarie Day,,(617) 666-0040,,rosemarie@dayhealthstrategies.com,,Corporation,No,01/01/2012,Less than 10,"COH - Consultants: Health, Psychological",,,"541990 - All Other Professional, Scientific, and Technical Services",,,,,
"DCR, Inc.",Masonry Contractor   ,WBE,SBE,,No,No,"6 B Street, Burlington, MA 01803",Burlington,MA,01803,Carla Salvucci,"Carla Salvucci, President",(781) 229-6543,(781) 272-1585,csalvucci@dcr-masonry.com,,Corporation,Yes,01/01/1999,Less than 10,CM - Concrete & Masonry Contractors,,,238140 - Masonry Contractors ,,,30190000 - Construction and maintenance support equipment,,
"Depict Brands, Inc.","Graphic Design, Branding, Marketing, Advertising, Website,  Social Media, Photography, Videography, Content Creation",MWBE,SLBE,,Yes,Yes,"15 Channel Center Street, #406, Boston, MA 02210",Boston,MA,02210,Eileen Riestra,Eileen Riestra,(617) 710-4258,,eileen@depictbrands.com,www.depictbrands.com,Sole Proprietorship,No,01/01/2014,Less than 10,AD - Advertising/Audovisual Graphic Design/Marketing Public Relations,COD - Consultants: Design,MK - Marketing,541430 - Graphic Design Services,541613 - Marketing Consulting Services ,"711510 - Independent Artists, Writers, and Performers ",82140000 - Graphic design,82100000 - Advertising,80140000 - Marketing and distribution
"Designer Masonry, Inc.","Specializing in masonry, concrete, brick, stone for commercial and residential properties.",MBE,SBE,,Yes,No,"312 Oak Street, Randolph, MA 02368",Randolph,MA,02368,Thurgood Jones,,(617) 474-9882,,designermasonry@hotmail.com,,Corporation,Yes,01/01/2001,Less than 10,CM - Concrete & Masonry Contractors,PV - Paving Contractors,,238140 - Masonry Contractors ,,,72150000 - Specialized trade construction and maintenance services,,
Devon Plumbing & Heating Corp.,All Types of Plumbing and Heating.,MBE,SLBE,,Yes,Yes,"52 Evelyn Street, Mattapan, MA 02126",Mattapan,MA,02126,Devon Graham,,(617) 298-2728,(617) 296-5134,devonplumbing@yahoo.com,,Corporation,Yes,01/01/1987,Less than 10,PB - Plumbing,,,"238220 - Plumbing, Heating, and Air-Conditioning Contractors ",,,30180000 - Plumbing fixtures,,
E.. T. & L. Corp.,"Heavy, dam, highway, bridge construction; landfill expansions and closures, site work, utilities and concrete work   ",WBE,SBE,,Yes,No,"873 Great Road, P.O. Box 295, Stow, MA 01775",Stow,MA,01775,Jennie Lee Colosi,,(978) 897-4353,(978) 897-0779,jlcolosi@etlcorp.com,www.etlcorp.com,Corporation,Yes,01/01/1998,41 - 100,"SI - Sitework (Excavation, Demolition, Utilities, Sewage, see also GC)","RO - Road, Railroad, Highway, Bridge Contractors (see also PV)",GC - General Contractors,,,,,,
"Eco Waste Disposal and Container Storage, Inc.",Waste disposal; recycling; container storage; portable toilet service   ,MBE,SLBE,,Yes,No,"946 Washington Street, Dorchester, MA 02124",Dorchester,MA,02124,Jesse Jeter,Jesse Jeter,(617) 929-5900,(617) 507-7680,jjeter@ecowdcs.com,ecowdcs.com,Corporation,Yes,01/01/2010,Less than 10,TK - Trucking (Waste Disposal Commodities Transport),,,562119 - Other Waste Collection ,562111 - Solid Waste Collection ,562991 - Septic Tank and Related Services ,76120000 - Refuse disposal and treatment,24110000 - Containers and storage,
"Edwards Group LLC, The","Real Estate Sales, Rentals, Property Management, Property Development, Maintenance, Property Cleanout, Excavation and Site Work, Snow Removal, Trucking including Hauling of Construction Type Materials, Concrete, Asphalt, Stone and Debris.",MBE,SLBE,,Yes,Yes,"57 River Street, Boston, MA 02126",Boston,MA,02126,Mark Edwards,Mr. Mark Edwards,(617) 296-6777,(617) 296-6770,theedwardsgroup.cynthia@comcast.net,,Limited Liability Company (LLC),No,01/01/2006,Less than 10,TK - Trucking (Waste Disposal Commodities Transport),SN - Snow Removal/Plowing (see also TK),"RE - Real Estate (Development, Management, Sales and Appraisals)","484110 - General Freight Trucking, Local ",561730 - Landscaping Services,531210 - Offices of Real Estate Agents and Brokers,80130000 - Real estate services,72110000 - Residential building construction services,78140000 - Transport services
"Elite Pest Solutions, Inc.","General pest control, exterminating   ",WBE,SBE,,Yes,Yes,"68 Catherine Drive, Peabody, MA 1960",Peabody,MA,1960,Vanessa Giovanniello,Vanessa Giovanniello,(617) 595-7634,,vanessa@elitepestma.com,www.ElitepestMA.com,Corporation,No,01/01/2018,20-Nov,PE - Pest Control,,,561710 - Exterminating and Pest Control Services,561710 - Exterminating and Pest Control Services,,10190000 - Pest control products,,
"eSociates, LLC",Information technology consulting; health information technology; public sector information technology   ,MWBE,SBE,,No,Yes,"59 Newbury Avenue, B, Quincy, MA 2171",Quincy,MA,2171,Esther Ndungu,,(781) 964-4166,,info@esociates.org,,Limited Liability Company,No,01/01/2014,Less than 10,COS - Consultants: Systems Analysis,COM - Consultants: Management,"CP - Computer (Hardware, Software, Design, Data Processing (see also COS, COT)",541511 - Custom Computer Programming Services ,541611 - Administrative Management and General Management Consulting Services ,541618 - Other Management Consulting Services ,,,
Ethioparking LLC,Parking service   ,MBE,SLBE,,No,No,"222 Stuart Street, Boston, MA 2116",Boston,MA,2116,Nega Tulu,,(857) 615-8423,,,,Limited Liability Company,No,01/01/2015,Less than 10,"PK - Parking Lot (Mgmt., Maintenance)",,,812930 - Parking Lots and Garages ,,,,,
Fidalgo Travel Center,Travel services   ,MBE,SLBE,,No,Yes,"517 Dudley Street, Boston, MA 2119",Boston,MA,2119,Jose Fidalgo,,(617) 442-4824,(617) 442-4325,fidalgotravel@gmail.com,,Corporation,No,01/01/1993,Less than 10,"TR - Travel, Transportation (Travel Agencies, Planning, Limo Services)",,,,,,,,
FlightView Inc.,Real time flight tracking solutions and consulting services   ,WBE,SLBE,,No,No,"214 Lincoln Street, Suite 213, Boston, MA 2134",Boston,MA,2134,Lorraine Flynn,,(617) 787-4200,(617) 787-2570,,,Corporation,No,01/01/1981,Less than 10,"CP - Computer (Hardware, Software, Design, Data Processing (see also COS, COT)",COS - Consultants: Systems Analysis,COT - Consultants: Telecommunications,541511 - Custom Computer Programming Services ,,,,,
Foster's Electric Service,"Industrial and commercial electrical contracting, installation and repair; fire and burgular alarms ",MBE,SLBE,,No,Yes,"702 Walk Hill Street, Mattapan, MA 2126",Mattapan,MA,2126,"Foster Earl, Sr.",,(617) 296-3820,(617) 296-5047,fostersr@comcast.net,,Corporation,Yes,01/01/1966,Less than 10,EL - Electrical Contractors,,,238210 - Electrical Contractors and Other Wiring Installation Contractors,,,,,
Fundamental Optical Solutions LLC,"Engineering services for optical design, Test, Prototype, and Product Developments",WBE,SLBE,,No,Yes,"543 Massachusetts Avenue 3, Boston, MA 02118",Boston,MA,02118,Golshan Coleiny,,(978) 809-7759,,gcoleiny@fundamentalopticalsolutions.com,,Limited Liability Company,No,01/01/2020,Less than 10,AE - Architects/Engineers,COS - Consultants: Systems Analysis,COD - Consultants: Design,541330 - Engineering Services,541690 - Other Scientific and Technical Consulting Services,"541715 - Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology) ",31240000 - Industrial optics,39100000 - Lamps and lightbulbs and lamp components,
"G & O, Inc.","Electrical Contractors , Electrical Contracting Services   ",MBE,SLBE,,No,No,"115 King Street, Dorchester, MA 02122",Dorchester,MA,02122,John Oliveira,,(617) 282-4400,(617) 282-4444,john@gandoinc.com,,Corporation,Yes,01/01/1994,21 - 40,EL - Electrical Contractors,,,238210 - Electrical Contractors and Other Wiring Installation Contractors,,,26120000 - Electrical wire and cable and harness,,
"General A.C. and Heating, Co.",Installation and repair of air conditioning and heating systems; plumbing repairs and pipefitting   ,MBE,SLBE,,No,Yes,"7 Gaston Street, Dorchester, MA 2121",Dorchester,MA,2121,Pamela Woodley,,(617) 427-7370,(617) 427-7371,pam@general-air.net,,Corporation,Yes,01/01/1981,Less than 10,"ME - Mechanical Contractors (HVAC, Plumbing, Insulation, Service, see also GC, PB)",PB - Plumbing,,,,,,,
"Geo's Electrical Service, Inc.","Electrical Contractor, Resident and Commercial.",MBE,SLBE,,Yes,No,"52 Evelyn Street, Mattapan, MA 2126",Mattapan,MA,2126,George Graham,,(617) 296-0700,(617) 296-5134,geoselectric@gmail.com,,Corporation,Yes,01/01/1985,Less than 10,EL - Electrical Contractors,,,238210 - Electrical Contractors and Other Wiring Installation Contractors,,,26120000 - Electrical wire and cable and harness,,
Glee All Phase,Carpentry; painting; flooring; property maintenance   ,MBE,SLBE,,No,No,"15 Newcroft Circle, Mattapan, MA 2126",Mattapan,MA,2126,Gary Lee,,(617) 756-8329,,gleeallphase@gmail.com,,Sole Proprietorship,Yes,,Less than 10,PA - Painting and Papering Contractors,"FL - Floor Contractors (Carpet, Tile, Linoleum)",,238320 - Painting and Wall Covering Contractors,238330 - Flooring Contractors,,,,
Global Star,"Personal services:  livery, delivery",MBE,SLBE,,No,No,"1137 Adams Street, Dorchester, MA 2124",Dorchester,MA,2124,Kevin Le,,(857) 308-9692,,nguyenkhang_vt@yahoo.com,,Sole Proprietorship,No,01/01/2017,Less than 10,"TR - Travel, Transportation (Travel Agencies, Planning, Limo Services)",,,485310 - Taxi Service ,492210 - Local Messengers and Local Delivery,,,,
"GNC Consulting, Inc.",IT Consulting Services   ,MBE,SBE,SVOB,No,No,"21195 S. Langrange Road, Frankfort, IL 60423",Frankfort,IL,60423,Garry Cooper,,(815) 469-7255,(815) 981-4029,garry.cooper@gnc-consulting.com,https://gnc-consulting.com,Corporation,No,01/01/1995,41 - 100,"CP - Computer (Hardware, Software, Design, Data Processing (see also COS, COT)",COS - Consultants: Systems Analysis,,541511 - Custom Computer Programming Services ,"518210 - Data Processing, Hosting, and Related Services",541519 - Other Computer Related Services,81110000 - Computer services,81160000 - Information Technology Service Delivery,
Good Egg Marketing,"Market research, branding, marketing strategies, websites, social media",WBE,SLBE,,No,Yes,"32 Cheshire Street, Jamaica Plain, MA 02130",Jamaica Plain,MA,02130,Myrna Greenfield,"Myrna Greenfield, Owner",(617) 642-3562,,myrna@goodeggmarketing.com,https://goodeggmarketing.com,Sole Proprietorship,No,01/01/2010,Less than 10,MK - Marketing,BU - Business Management Consultants,AD - Advertising/Audovisual Graphic Design/Marketing Public Relations,541613 - Marketing Consulting Services ,541611 - Administrative Management and General Management Consulting Services ,541910 - Marketing Research and Public Opinion Polling,80140000 - Marketing and distribution,80100000 - Management advisory services,82100000 - Advertising
"Green Castle Business Solutions, LLC",Office supply distributor   ,MBE,SLBE,,No,Yes,"15 Hallowell Street, Boston, MA 2126",Boston,MA,2126,Keith Castle,,(617) 307-4461,(877) 557-5124,kcastle@greencastlebusiness.com,,Corporation,No,01/01/2009,Greater than 100,SU - Suppliers,,,424120 - Stationery and Office Supplies Merchant Wholesalers ,,,44120000 - Office supplies,,
H.B. Plumbing and Heating,Plumbing Contractor:  Installation of New Fixtures; Rehabs; Commercial and Residential,MBE,SLBE,,No,Yes,"37 Callender Street, Dorchester, MA 2124",Dorchester,MA,2124,"Hilliard Baker, Jr.","Hilliard Baker, Jr.",(781) 817-9045,,hbph@contractor.net,,Sole Proprietorship,Yes,01/01/2017,Greater than 100,PB - Plumbing,,,"238220 - Plumbing, Heating, and Air-Conditioning Contractors ",,,30180000 - Plumbing fixtures,,
"H2O Applied Technologies, LLC","Design/installation of water and energy conservation retrofits of existing buildings; site audits, utility analysis, water/energy savings calculations; conservation measure design, procurement, and installation; measurement and verification   ",WBE,SLBE,,Yes,Yes,"8 Newbury Street, 5th Floor, Boston, MA 02116-3260",Boston,MA,02116-3260,Cynthia Stillinger,,(617) 428-8600,(617) 249-0707,cstillinger@h2oappliedtech.com,,Limited Liability Company,No,01/01/2004,21 - 40,"COA - Consultants: Architecture, Engineering","ME - Mechanical Contractors (HVAC, Plumbing, Insulation, Service, see also GC, PB)",PB - Plumbing,541330 - Engineering Services,"238220 - Plumbing, Heating, and Air-Conditioning Contractors ",541690 - Other Scientific and Technical Consulting Services,72100000 - Building and facility maintenance and repair services,81100000 - Professional engineering services,
"Hammer + Walsh Design, Inc.",Landscape Architectural Services   ,,SBE,SVOB,Yes,Yes,"77 Winthrop Avenue, Reading, MA 01867",Reading,MA,01867,David Walsh,"David Walsh, President",(617) 439-0125,(617) 426-0046,nh@hammerwalsh.com,WWW.HAMMERWALSH.COM,Corporation,No,01/01/2010,Less than 10,"LD - Landscaping (Design, Architects)",,,541320 - Landscape Architectural Services,,,30120000 - Roads and landscape,,
Heritage Flag Company,"Custom order flags, banners and signs; flagpole installation  ",WBE,SLBE,,No,Yes,"100 Franklin Street, Allston, MA 2134",Allston,MA,2134,Amy MacDonald,,(617) 388-7437,,amy@heritageflag.com,,Corporation,No,01/01/1961,Less than 10,RT - Retail Sales of Art & Framing,,,453998 - All Other Miscellaneous Store Retailers (except Tobacco Stores) ,238990 - All Other Specialty Trade Contractors,314999 - All Other Miscellaneous Textile Product Mills ,,,
"Hicks Auto Body, Inc.",Auto Body Repair and Refinishing; Auto Detailing and Reconditioning,MBE,SLBE,,Yes,Yes,"10 Talbot Ave, Dorchester, MA 02124-2903",Dorchester,MA,02124-2903,"Willie Hicks, Jr.",,(617) 825-1545,(617) 825-8495,hicksautobody@aol.com,www.hicksautobodyinc.com,Corporation,No,01/01/1970,Less than 10,"AU - Automobile (Sales, Services, Leasing, Rental)",,,"811121 - Automotive Body, Paint, and Interior Repair and Maintenance ",811192 - Car Washes ,811118 - Other Automotive Mechanical and Electrical Repair and Maintenance ,25100000 - Motor vehicles,,
"Highland Development Group, LLC",Real estate development and consulting services,MBE,SLBE,,No,No,"14 John Eliot Square, Suite 2D, Roxbury, MA 2119",Roxbury,MA,2119,Armindo Goncalves,,(617) 319-0745,,hdgconsultants@gmail.com,,Limited Liability Company,No,01/01/2020,Less than 10,"RE - Real Estate (Development, Management, Sales and Appraisals)",,,531390 - Other Activities Related to Real Estate ,,,,,
"Hilton Realty, Inc.","Real estate sales, rentals, property management, project management, and marketing research   ",MWBE,SLBE,,Yes,Yes,"35 Bailey Street, Dorchester, MA 2124",Dorchester,MA,2124,Meichelle Ferguson,,(617) 905-9527,,meichelle@hiltonrealtyhomes.com,,Corporation,No,01/01/2018,Less than 10,"RE - Real Estate (Development, Management, Sales and Appraisals)",RS - Residential Services,,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses) ,541910 - Marketing Research and Public Opinion Polling,541922 - Commercial Photography ,,,
